Day,Month,Year,Tx,Tn,RH,u2,Rs,ETo,e(a),e(s),Ra,n,N,Rnl,Rn
28,3,2003,27.7,10.3,20.1,3.24,19.66,6.7,0.442,2.484,35.22,7.49,12.16,5.67,9.47
29,3,2003,31.4,13.6,24.3,4.02,20.86,8.1,0.662,3.077,35.37,8.28,12.18,5.92,10.14
30,3,2003,32.6,13.5,26.4,3.63,23.4,8.1,0.744,3.233,35.51,9.98,12.21,6.81,11.21
31,3,2003,34.9,19.1,24.8,3.41,24.8,8.5,0.884,3.901,35.66,10.9,12.23,7.35,11.75
1,4,2003,34.2,17.9,36.6,2.83,22.96,7.1,1.234,3.715,35.8,9.59,12.26,5.73,11.95
2,4,2003,32.7,16.5,21.4,4.31,24.91,9.2,0.662,3.412,35.93,10.89,12.28,7.69,11.49
3,4,2003,35.3,16.9,17.5,2.91,24.4,8.2,0.592,3.821,36.07,10.5,12.31,7.8,10.99
4,4,2003,37.7,18.6,14.1,1.64,26.17,6.8,0.538,4.331,36.2,11.66,12.33,8.98,11.17
5,4,2003,38.9,19.9,11.8,3.48,26.69,10.1,0.484,4.639,36.33,11.97,12.35,9.54,11.01
6,4,2003,38.5,19.9,11.7,3.89,25.14,10.5,0.474,4.565,36.46,10.88,12.38,8.75,10.61
7,4,2003,38,22.6,11.6,5.34,26,12.4,0.501,4.683,36.59,11.43,12.4,9.14,10.88
8,4,2003,36.4,20.4,13.5,3.88,25.62,10,0.522,4.235,36.72,11.13,12.43,8.62,11.11
9,4,2003,35.3,18.4,13.9,2.27,25.16,7.5,0.491,3.917,36.84,10.78,12.45,8.3,11.07
10,4,2003,36.6,20,11.8,1.85,27.01,7.2,0.454,4.239,36.96,12,12.48,9.44,11.36
11,4,2003,37.3,18.9,10.9,2.65,27.48,8.7,0.414,4.281,37.08,12.28,12.5,9.77,11.39
12,4,2003,35,17.8,14.3,3.98,19.39,9.4,0.492,3.83,37.19,6.8,12.52,5.5,9.43
13,4,2003,35.5,20.1,21,2.71,19.83,7.6,0.785,4.066,37.31,7.07,12.55,5.16,10.11
14,4,2003,34,18.1,25,2.86,27.17,8.1,0.843,3.698,37.42,11.97,12.57,7.81,13.11
15,4,2003,35.7,18.2,30.4,3.59,23.77,8.6,1.081,3.967,37.53,9.66,12.6,6,12.3
16,4,2003,34.7,19.3,21.1,3.73,26.64,9.3,0.752,3.884,37.64,11.56,12.62,7.9,12.62
17,4,2003,33.4,14.9,17.7,2.02,24.95,6.9,0.533,3.419,37.74,10.4,12.64,7.52,11.69
18,4,2003,33.5,15.6,19.8,2.14,25.22,7.1,0.611,3.473,37.84,10.55,12.67,7.42,12
19,4,2003,36,20.7,25,4.37,24.53,9.9,0.964,4.191,37.94,10.06,12.69,6.55,12.34
20,4,2003,34.2,22,38.8,4.91,21.93,8.9,1.475,4.011,38.04,8.3,12.71,4.62,12.27
21,4,2003,28.4,22.1,50.8,3.21,24.89,6.5,1.633,3.264,38.14,10.26,12.74,5.05,14.11
22,4,2003,30,18.1,53.3,2.62,21.71,5.7,1.595,3.16,38.23,8.11,12.76,4.11,12.61
23,4,2003,33.2,19,38.3,2.49,26.65,7.2,1.295,3.642,38.32,11.39,12.78,6.29,14.23
24,4,2003,33.7,18.2,33.2,3.16,27.56,8.1,1.113,3.661,38.41,11.97,12.8,6.98,14.24
25,4,2003,36,19.1,15.7,2.43,29.16,8.3,0.578,4.076,38.5,12.83,12.83,9.33,13.12
26,4,2003,37.6,20.9,14.4,3.52,27.51,10.1,0.585,4.477,38.58,11.9,12.85,8.76,12.42
27,4,2003,37.3,21.6,16.6,4.12,23.53,10.4,0.682,4.479,38.66,9.23,12.87,6.74,11.37
28,4,2003,35.1,21.7,14.4,4.22,23.25,10.2,0.557,4.125,38.74,9.03,12.89,6.83,11.07
29,4,2003,31.6,17.7,18.1,4.4,24.08,9.4,0.562,3.337,38.82,9.56,12.91,6.81,11.73
30,4,2003,33.5,17.2,14.5,3.16,26.85,8.8,0.469,3.568,38.9,11.39,12.93,8.33,12.34
1,5,2003,34,17.1,15.1,2.04,25.87,7.2,0.494,3.635,38.97,10.72,12.95,7.83,12.09
2,5,2003,35.4,17.7,14.4,1.85,25.97,7.1,0.5,3.887,39.04,10.77,12.97,7.94,12.06
3,5,2003,37.1,19.5,13.9,1.84,26.5,7.4,0.535,4.288,39.11,11.11,13,8.23,12.18
4,5,2003,38,21.5,14.2,3.47,26.86,10.1,0.594,4.595,39.18,11.34,13.02,8.32,12.36
5,5,2003,38.4,23.1,14.1,1.79,26.91,7.5,0.624,4.798,39.24,11.36,13.04,8.33,12.39
6,5,2003,38.4,21.3,14.8,1.77,26.08,7.4,0.623,4.651,39.31,10.8,13.06,7.87,12.21
7,5,2003,40.1,23.1,13.3,3.88,25.51,11,0.618,5.121,39.37,10.41,13.07,7.8,11.85
8,5,2003,40.6,23.8,12.3,3.97,23.92,11.2,0.591,5.282,39.43,9.34,13.09,7.21,11.21
9,5,2003,39.3,22.4,20,4.55,25.78,11.4,0.891,4.907,39.48,10.57,13.11,7.06,12.79
10,5,2003,40.3,23.2,18.3,4.32,26.43,11.5,0.858,5.169,39.54,10.99,13.13,7.47,12.88
11,5,2003,39.6,22.8,15.8,3.48,26.85,10.4,0.718,4.998,39.59,11.26,13.15,7.97,12.71
12,5,2003,41.4,24.2,17.5,4.23,25.14,11.6,0.87,5.482,39.64,10.12,13.17,6.99,12.37
13,5,2003,41.2,26.1,13.9,3.49,24.61,10.6,0.725,5.621,39.69,9.76,13.19,7.21,11.74
14,5,2003,38.8,24.2,17,3.12,26.9,9.7,0.786,4.968,39.74,11.27,13.2,7.77,12.94
15,5,2003,37.8,22.6,18.1,2.55,21.77,8.2,0.777,4.648,39.79,7.86,13.22,5.59,11.17
16,5,2003,36.6,24.1,23.6,2.59,23.29,8.1,1.022,4.571,39.83,8.86,13.24,5.68,12.25
17,5,2003,38.7,24.4,24.2,3.06,22.46,8.9,1.122,4.968,39.87,8.3,13.25,5.27,12.03
18,5,2003,40.1,25.6,21.7,3.1,24.06,9.5,1.082,5.349,39.91,9.36,13.27,6.02,12.51
19,5,2003,39.6,26.1,17.4,3.06,24.33,9.5,0.868,5.301,39.95,9.54,13.28,6.59,12.15
20,5,2003,40.4,24.4,11.8,2.46,26.78,9,0.574,5.295,39.99,11.16,13.3,8.4,12.22
21,5,2003,41.5,23.4,14.8,2.74,26.51,9.6,0.722,5.432,40.03,10.98,13.31,7.83,12.59
22,5,2003,41.5,25.8,10.8,2.57,25.56,9.3,0.563,5.654,40.06,10.34,13.33,8,11.69
23,5,2003,40.7,23.6,13.1,2.52,25.3,9,0.628,5.284,40.09,10.17,13.34,7.53,11.95
24,5,2003,41,24.2,12.8,2.82,26.83,9.7,0.63,5.399,40.12,11.18,13.36,8.23,12.43
25,5,2003,39.4,22.5,11.1,2.41,28.22,8.9,0.497,4.934,40.15,12.11,13.37,9.1,12.63
26,5,2003,39.9,22.9,9.2,2.05,28.64,8.4,0.423,5.064,40.18,12.39,13.38,9.63,12.42
27,5,2003,41.1,23.9,9.5,3.93,27.93,11.7,0.465,5.393,40.21,11.91,13.4,9.26,12.24
28,5,2003,40.3,25.2,10.8,3.95,27.13,11.5,0.536,5.35,40.23,11.38,13.41,8.65,12.24
29,5,2003,38,22.4,10.8,3.66,29.29,10.8,0.464,4.667,40.26,12.82,13.42,9.58,12.97
30,5,2003,39.5,23.9,10.3,1.52,29.91,7.5,0.482,5.074,40.28,13.23,13.43,9.97,13.06
31,5,2003,42,24.6,8.9,3.84,28.52,11.9,0.455,5.646,40.3,12.3,13.44,9.64,12.32
1,6,2003,42,24.3,11.4,1.99,29.01,8.6,0.578,5.619,40.32,12.63,13.45,9.37,12.97
2,6,2003,42.3,24.4,10.9,2.61,28.58,9.8,0.559,5.693,40.34,12.34,13.46,9.27,12.74
3,6,2003,41.6,24.1,13.4,2.9,28.39,10.1,0.668,5.515,40.35,12.22,13.47,8.73,13.13
4,6,2003,42,24.6,15.5,2.42,28.24,9.3,0.793,5.646,40.37,12.12,13.48,8.32,13.42
5,6,2003,43.1,26.5,10.9,1.73,28.58,8.2,0.606,6.073,40.38,12.35,13.49,9.25,12.76
6,6,2003,42,24.7,13.7,2.34,28.4,9.2,0.703,5.655,40.4,12.23,13.5,8.67,13.2
7,6,2003,42.9,24.9,12.8,2.8,28.05,10.1,0.677,5.872,40.41,11.99,13.5,8.66,12.93
8,6,2003,43.6,26.4,10.8,2.41,28.37,9.6,0.607,6.178,40.42,12.21,13.51,9.16,12.68
9,6,2003,43.3,26,10,2.02,28.44,8.8,0.551,6.069,40.43,12.26,13.52,9.36,12.54
10,6,2003,43.2,26.4,10.5,2.16,29.03,9.1,0.584,6.086,40.44,12.65,13.52,9.52,12.84
11,6,2003,44.3,27.4,8.8,2.46,28.94,9.8,0.519,6.446,40.45,12.59,13.53,9.86,12.43
12,6,2003,44.4,26.1,8.1,2.12,29.3,9.2,0.462,6.336,40.45,12.84,13.53,10.19,12.37
13,6,2003,44.1,26.6,8.6,4.37,29.91,13.3,0.493,6.315,40.46,13.25,13.54,10.35,12.68
14,6,2003,43.6,26.5,7.8,3.2,29.6,11.2,0.44,6.188,40.46,13.04,13.54,10.39,12.4
15,6,2003,43.5,25.6,8.7,2.18,29.99,9.2,0.477,6.075,40.46,13.3,13.54,10.35,12.74
16,6,2003,43.3,25.8,10.8,2.12,29.6,9.1,0.592,6.049,40.47,13.05,13.55,9.7,13.09
17,6,2003,43.9,27.6,7.9,1.3,29.86,7.4,0.463,6.373,40.47,13.22,13.55,10.5,12.49
18,6,2003,43.9,25.6,9.4,2.73,29.65,10.4,0.521,6.168,40.47,13.08,13.55,10.04,12.79
19,6,2003,42.5,25.6,9.6,2.09,28.97,8.9,0.512,5.85,40.46,12.63,13.55,9.66,12.64
20,6,2003,42.7,24.9,10.9,2.15,27.97,8.9,0.573,5.827,40.46,11.96,13.55,8.95,12.58
21,6,2003,42.1,25.1,11.1,2.7,29.21,10,0.577,5.714,40.46,12.79,13.55,9.47,13.02
22,6,2003,41.3,24.2,10.7,3.73,29.78,11.6,0.531,5.461,40.45,13.18,13.55,9.8,13.13
23,6,2003,40.5,24,10.3,4.58,29.91,12.7,0.497,5.279,40.45,13.27,13.55,9.93,13.1
24,6,2003,40,23.7,11.3,4.35,29.62,12.2,0.533,5.153,40.44,13.08,13.55,9.6,13.2
25,6,2003,39.7,23.6,11.8,3.77,28.32,11.2,0.55,5.086,40.43,12.21,13.55,8.94,12.86
26,6,2003,40.5,23.2,6.8,3.72,29.77,11.5,0.321,5.209,40.42,13.18,13.55,10.61,12.31
27,6,2003,40.5,22.3,5.7,3.92,29.6,11.8,0.262,5.134,40.41,13.07,13.54,10.78,12.01
28,6,2003,42,25.6,8.1,2.32,29.87,9.3,0.426,5.741,40.4,13.25,13.54,10.43,12.57
29,6,2003,42.1,24.5,10.5,3.29,29.01,11,0.537,5.658,40.39,12.68,13.54,9.52,12.82
30,6,2003,42,24.3,10.8,2.52,29.45,9.6,0.548,5.619,40.38,12.97,13.53,9.66,13.01
1,7,2003,42.7,25.7,10.8,2.27,28.77,9.2,0.581,5.904,40.36,12.52,13.53,9.36,12.79
2,7,2003,41.9,24.8,11.5,3.74,29.38,11.7,0.59,5.643,40.35,12.93,13.52,9.5,13.12
3,7,2003,42.8,24.6,9.6,2.49,29.22,9.7,0.502,5.821,40.33,12.83,13.52,9.82,12.67
4,7,2003,41.8,25.6,11.1,3.57,28.27,11.3,0.581,5.698,40.31,12.19,13.51,9.09,12.68
5,7,2003,42.6,25.4,10.5,3.65,27.97,11.6,0.559,5.852,40.29,12,13.5,9.08,12.46
6,7,2003,43.8,26.4,9.7,4.27,26.86,12.8,0.548,6.224,40.27,11.25,13.5,8.74,11.94
7,7,2003,43.2,27.4,7.6,3.88,29.04,12.3,0.434,6.19,40.25,12.72,13.49,10.25,12.11
8,7,2003,43.4,26.6,9.6,2.53,28.79,9.8,0.54,6.152,40.23,12.55,13.48,9.67,12.5
9,7,2003,43.6,26.4,9.3,2.84,28.29,10.4,0.523,6.178,40.2,12.22,13.47,9.51,12.27
10,7,2003,42.8,27.1,10.3,3.73,28.58,11.8,0.578,6.068,40.18,12.42,13.46,9.43,12.57
11,7,2003,42.6,26.1,13.6,3.52,27.16,11.2,0.738,5.921,40.15,11.47,13.45,8.21,12.7
12,7,2003,42.6,26.8,13.8,3.7,27.02,11.5,0.763,5.992,40.13,11.38,13.44,8.11,12.69
13,7,2003,42.9,26.5,11.8,4.2,26.56,12.4,0.653,6.028,40.1,11.08,13.43,8.27,12.19
14,7,2003,43.3,26.2,10.7,3.1,28.08,10.8,0.593,6.089,40.07,12.1,13.42,9.17,12.46
15,7,2003,43.5,26.8,11.6,2.95,27.82,10.5,0.658,6.196,40.04,11.93,13.41,8.88,12.54
16,7,2003,43.7,27,11.6,2.94,28.29,10.5,0.665,6.263,40,12.25,13.4,9.1,12.69
17,7,2003,44.2,27.5,10.7,1.27,27.53,7.2,0.63,6.433,39.97,11.74,13.38,8.94,12.26
18,7,2003,44.4,29.3,10.1,1.84,27.51,8.4,0.629,6.683,39.93,11.74,13.37,9.06,12.12
19,7,2003,44.5,28.4,10.6,2.13,25.7,8.8,0.645,6.604,39.9,10.53,13.36,8.14,11.65
20,7,2003,44.5,29.2,11.3,2.56,27.62,9.9,0.703,6.696,39.86,11.82,13.34,8.88,12.39
21,7,2003,43.7,28,11.1,2.48,28.18,9.7,0.654,6.37,39.82,12.2,13.33,9.2,12.5
22,7,2003,42.9,26.6,11.7,2.5,25.91,9.4,0.649,6.039,39.78,10.69,13.31,8.09,11.87
23,7,2003,42.6,26.6,13.4,2.76,28.03,10,0.737,5.972,39.73,12.11,13.3,8.74,12.85
24,7,2003,41.9,26,12.6,2.33,27.89,9.1,0.668,5.759,39.69,12.03,13.28,8.84,12.64
25,7,2003,42,25.5,14.3,1.96,27.51,8.4,0.75,5.731,39.64,11.78,13.27,8.4,12.78
26,7,2003,40.8,25.6,14.6,2.88,27.52,9.8,0.743,5.489,39.6,11.79,13.25,8.38,12.81
27,7,2003,40.8,25.3,13.4,2.81,27.84,9.7,0.676,5.46,39.55,12.02,13.24,8.73,12.71
28,7,2003,41.1,24.9,12.1,2.72,27.38,9.6,0.609,5.484,39.5,11.72,13.22,8.77,12.32
29,7,2003,41.1,25.7,11.4,3.67,26.88,11.1,0.586,5.561,39.45,11.39,13.2,8.67,12.02
30,7,2003,40.6,26.1,12.6,3.55,26.5,10.8,0.646,5.498,39.39,11.15,13.19,8.31,12.09
31,7,2003,38.1,26.6,15.3,2.36,24.6,8.3,0.742,5.072,39.34,9.89,13.17,7.12,11.82
1,8,2003,40.6,25.7,12.9,3.91,26.89,11.3,0.654,5.459,39.28,11.43,13.15,8.47,12.23
2,8,2003,41.4,26.1,11.4,4.94,27.17,13.1,0.598,5.663,39.22,11.63,13.13,8.88,12.04
3,8,2003,41.6,26.5,10.3,3.23,25.41,10.4,0.549,5.745,39.16,10.46,13.11,8.28,11.29
4,8,2003,42.9,28.2,8.6,1.79,25.58,7.9,0.498,6.209,39.1,10.59,13.09,8.72,10.98
5,8,2003,42.1,28.9,19.5,1.41,24.13,7,1.127,6.112,39.03,9.63,13.07,6.36,12.22
6,8,2003,44.1,30.4,21.1,2.15,24.76,8.6,1.342,6.745,38.97,10.06,13.06,6.3,12.77
7,8,2003,44,30.6,24.6,2.55,24.06,9.1,1.569,6.746,38.9,9.61,13.04,5.61,12.92
8,8,2003,45,29.6,17.9,2.91,26.33,10.3,1.142,6.865,38.83,11.14,13.02,7.41,12.86
9,8,2003,45.1,30.5,14.8,2.35,25.88,9.3,0.97,6.999,38.76,10.86,13,7.74,12.18
10,8,2003,44.8,29.9,15.4,2.67,24.73,9.7,0.985,6.852,38.68,10.1,12.97,7.2,11.85
11,8,2003,44.4,30.3,16.1,2.12,23.92,8.5,1.03,6.804,38.61,9.57,12.95,6.77,11.65
12,8,2003,45,30.4,15.3,2.33,23.47,8.9,0.997,6.962,38.53,9.29,12.93,6.71,11.37
13,8,2003,45.1,30.2,14,2.53,27.48,9.8,0.91,6.962,38.45,12,12.91,8.68,12.48
14,8,2003,44.6,29.2,11.3,2.07,27.3,8.7,0.705,6.72,38.37,11.9,12.89,9.21,11.81
15,8,2003,44.3,29.3,10.8,2.75,27.96,10.1,0.67,6.659,38.28,12.36,12.87,9.66,11.87
16,8,2003,44.3,27.4,12.9,3.09,26.79,10.6,0.76,6.446,38.2,11.6,12.85,8.73,11.89
17,8,2003,43.9,28.9,13.3,2.72,25.97,9.8,0.808,6.518,38.11,11.07,12.83,8.3,11.7
18,8,2003,43.7,27.8,15.2,2.11,27.05,8.7,0.891,6.348,38.02,11.82,12.8,8.48,12.35
19,8,2003,42.5,25.6,10.9,1.48,27.34,7.2,0.581,5.85,37.93,12.03,12.78,9.49,11.57
20,8,2003,42.2,28.4,8.1,2.41,27.86,9.1,0.463,6.077,37.83,12.41,12.76,10.4,11.05
21,8,2003,43.7,29.5,7.9,1.69,27.08,7.7,0.485,6.541,37.74,11.91,12.74,10.12,10.73
22,8,2003,43.6,28.8,9,1.14,27.54,6.5,0.541,6.437,37.64,12.25,12.71,10.11,11.1
23,8,2003,43.8,26.8,9.6,2.08,26.48,8.5,0.549,6.265,37.54,11.56,12.69,9.48,10.91
24,8,2003,43.7,28.4,10.4,1.67,25.86,7.6,0.62,6.414,37.44,11.17,12.67,9.03,10.88
25,8,2003,43.5,25.9,13.3,2.14,26.56,8.6,0.736,6.105,37.33,11.67,12.64,8.86,11.59
26,8,2003,42.8,26.1,11.8,2.58,26.95,9.3,0.644,5.966,37.23,11.96,12.62,9.36,11.39
27,8,2003,42.6,25.3,11.1,2.32,26.92,8.8,0.589,5.843,37.12,11.97,12.6,9.53,11.2
28,8,2003,42,24.3,12,3.31,25.94,10.4,0.609,5.619,37.01,11.34,12.57,8.93,11.05
29,8,2003,42.7,24.8,13.3,2.57,26.61,9.2,0.698,5.818,36.89,11.83,12.55,9.05,11.44
30,8,2003,43,25.9,15.3,1.88,26.14,7.9,0.834,5.991,36.78,11.54,12.52,8.51,11.62
31,9,2003,41.7,25.3,13.9,2.65,26.66,9.2,0.719,5.648,36.66,11.93,12.5,9.04,11.49
1,9,2003,42.2,25.3,12.8,3.41,26.21,10.6,0.671,5.755,36.54,11.66,12.48,9.06,11.12
2,9,2003,42.6,26.6,11.8,2.44,26.82,9,0.649,5.972,36.42,12.11,12.45,9.58,11.07
3,9,2003,43,27,11.8,2.95,26.46,9.9,0.663,6.102,36.3,11.91,12.43,9.44,10.93
4,9,2003,42.1,25.4,11.9,3.44,25.17,10.5,0.624,5.743,36.17,11.06,12.4,8.85,10.53
5,9,2003,42.3,28.2,11.1,2.14,26.45,8.3,0.633,6.077,36.04,11.98,12.38,9.67,10.7
6,9,2003,42.4,25.1,11.6,2.67,25.98,9.2,0.608,5.78,35.91,11.7,12.35,9.4,10.61
7,9,2003,39.6,24.3,15.4,2.62,25.23,8.6,0.73,5.129,35.78,11.22,12.33,8.45,10.98
8,9,2003,37.9,23.1,18,2.99,23.59,8.7,0.786,4.708,35.65,10.13,12.31,7.43,10.74
9,9,2003,37.3,21.3,12.1,3.06,26.7,9.1,0.493,4.456,35.51,12.28,12.28,9.78,10.78
10,9,2003,37,19.2,10.9,3.8,26.61,10.1,0.414,4.25,35.38,12.26,12.26,9.97,10.52
11,9,2003,36.6,19,13.2,3.2,26.18,9.1,0.493,4.168,35.24,12.06,12.23,9.44,10.72
12,9,2003,36.6,20.1,15.6,2.53,25.83,8,0.602,4.246,35.1,11.86,12.21,8.98,10.91
13,9,2003,37.5,20.4,14.9,2.76,26.2,8.5,0.595,4.422,34.95,12.17,12.18,9.31,10.86
14,9,2003,37.9,22.4,14.8,3.34,25.43,9.4,0.633,4.649,34.81,11.68,12.16,8.99,10.59
15,9,2003,37.6,20.4,14.9,3.8,24.37,9.9,0.597,4.44,34.66,10.99,12.13,8.53,10.24
16,9,2003,35.2,19.8,19.3,3.17,24.88,8.4,0.709,3.997,34.51,11.4,12.11,8.28,10.87
17,9,2003,37.3,21.4,19.9,1.88,24.73,6.9,0.813,4.463,34.36,11.35,12.08,8.15,10.89
18,9,2003,38,22.6,14.8,1.68,23.74,6.6,0.639,4.683,34.21,10.7,12.06,8.37,9.91
19,9,2003,38.3,22.1,15.4,1.2,24.03,5.7,0.661,4.697,34.06,10.96,12.03,8.49,10.02
20,9,2003,39.1,22.1,15.3,1.66,24.33,6.6,0.672,4.845,33.91,11.23,12.01,8.7,10.03
21,9,2003,38,20.7,19.7,2.56,24.81,8,0.805,4.533,33.75,11.62,11.98,8.42,10.68
22,9,2003,37.8,22.3,16.6,3.15,23.54,8.8,0.706,4.623,33.59,10.78,11.96,8.25,9.88
23,9,2003,37.8,21.6,15.8,2.85,24.88,8.4,0.659,4.567,33.43,11.79,11.93,9.08,10.08
24,9,2003,38.6,24.1,15.1,1.89,24.18,6.9,0.692,4.922,33.27,11.35,11.91,8.86,9.75
25,9,2003,38.7,24.7,12.3,1.61,24.61,6.4,0.575,4.996,33.11,11.72,11.88,9.6,9.35
26,9,2003,39.2,23.6,12.3,2.06,24.41,7.3,0.565,4.99,32.95,11.64,11.86,9.57,9.23
27,9,2003,38.4,21.4,17.8,2.83,23.81,8.3,0.751,4.659,32.79,11.27,11.83,8.51,9.82
28,9,2003,37.1,22.5,16.2,1.95,23.05,6.7,0.68,4.517,32.62,10.78,11.81,8.39,9.35
29,9,2003,37.3,20.8,14.6,1.67,23.43,6.2,0.587,4.417,32.46,11.12,11.78,8.88,9.16
30,9,2003,37.8,23,11.9,1.55,24.42,6.1,0.517,4.681,32.29,11.76,11.76,9.9,8.9
1,10,2003,37.6,21.1,11.4,2.8,24.13,8.2,0.466,4.493,32.12,11.73,11.73,9.89,8.69
2,10,2003,37.6,22.5,9.8,3.36,24.43,9.1,0.417,4.604,31.96,11.71,11.71,10.38,8.37
3,10,2003,37.8,21.1,10.7,2.96,23.92,8.5,0.44,4.528,31.79,11.68,11.68,10.04,8.38
4,10,2003,37.5,21.9,15.4,3.05,23.34,8.4,0.642,4.538,31.62,11.38,11.66,9.04,8.94
5,10,2003,37.1,21.2,15.5,2.07,23.05,6.8,0.626,4.413,31.45,11.24,11.63,8.94,8.81
6,10,2003,36.5,20.1,26.6,2.24,21.36,6.6,1.023,4.229,31.28,10.05,11.61,6.94,9.51
7,10,2003,35.6,20,20.9,2.05,22.31,6.4,0.781,4.075,31.11,10.82,11.58,8.04,9.14
8,10,2003,35.7,21.6,17.8,1.98,22.95,6.4,0.699,4.212,30.93,11.37,11.56,8.78,8.9
9,10,2003,35.3,20.1,16.6,1.92,23.36,6.3,0.617,4.035,30.76,11.54,11.54,9.23,8.75
10,10,2003,34.3,19.6,23.4,1.12,22.49,4.8,0.832,3.845,30.59,11.17,11.51,8.07,9.25
11,10,2003,34.5,19.4,18.8,1.63,22.68,5.6,0.668,3.861,30.42,11.39,11.49,8.74,8.72
12,10,2003,35.1,18.4,18.8,2.84,22.61,7.4,0.661,3.885,30.25,11.41,11.46,8.78,8.63
13,10,2003,35.6,20.3,19.6,3.62,21.57,8.4,0.739,4.097,30.08,10.69,11.44,8.18,8.43
14,10,2003,35.4,20,18.1,3.09,21,7.7,0.672,4.043,29.9,10.33,11.42,8.12,8.05
15,10,2003,34.8,20.2,22.1,2.59,20.71,6.8,0.811,3.964,29.73,10.17,11.39,7.6,8.34
16,10,2003,33.8,19,22.6,2.24,21.2,6.2,0.778,3.729,29.56,10.62,11.37,7.9,8.43
17,10,2003,34.2,19.5,23.8,2.6,21.23,6.7,0.841,3.823,29.39,10.72,11.35,7.84,8.5
18,10,2003,33.7,19.7,19.3,1.73,21.14,5.5,0.676,3.763,29.22,10.72,11.32,8.33,7.94
19,10,2003,34.3,18.8,19.4,1.59,21.35,5.3,0.674,3.789,29.05,10.96,11.3,8.51,7.93
20,10,2003,34.8,18.9,15.6,2.02,21.48,6,0.551,3.872,28.88,11.14,11.28,9.11,7.43
21,10,2003,34.6,18.3,15.6,1.75,21.17,5.5,0.538,3.801,28.71,10.97,11.25,9,7.3
22,10,2003,34.4,19.5,20.8,1.71,20.54,5.4,0.739,3.853,28.54,10.55,11.23,8.11,7.71
23,10,2003,33.1,18.5,21.9,2.48,21,6.3,0.727,3.594,28.38,10.98,11.21,8.33,7.84
24,10,2003,32.5,16.8,19.3,3.2,20.27,7.1,0.599,3.402,28.21,10.48,11.19,8.28,7.33
25,10,2003,32.1,16.8,17.9,3.88,21.12,7.9,0.549,3.348,28.05,11.16,11.16,8.98,7.28
26,10,2003,32.5,16.9,14.1,1.98,21,5.6,0.439,3.408,27.88,11.14,11.14,9.43,6.74
27,10,2003,32.3,17.6,18.9,1.16,20.78,4.3,0.597,3.424,27.72,11.11,11.12,8.81,7.19
28,10,2003,32.9,16.1,22,2.8,20.35,6.6,0.676,3.416,27.56,10.84,11.1,8.33,7.34
29,10,2003,33.4,17.3,14.8,3.71,20.41,8,0.479,3.559,27.4,10.96,11.08,9.22,6.5
30,10,2003,33,16.8,20.4,3.16,20.4,7,0.642,3.472,27.24,11.03,11.06,8.65,7.06
31,10,2003,31.8,15.3,27.2,1.95,19.03,5.1,0.79,3.22,27.08,9.99,11.04,7.36,7.29
1,11,2003,29.9,13.6,26.3,2.48,19.74,5.5,0.685,2.888,26.93,10.64,11.01,7.92,7.28
2,11,2003,28.9,13.6,23.8,1.73,19.85,4.6,0.601,2.77,26.77,10.8,10.99,8.25,7.04
3,11,2003,29.9,15.7,24.7,1.41,19.83,4.2,0.686,3.001,26.62,10.86,10.97,8.2,7.07
4,11,2003,30.2,14.6,23.1,1.5,19.47,4.4,0.626,2.977,26.47,10.64,10.95,8.21,6.78
5,11,2003,30,14,20.2,1.27,19.38,4,0.534,2.921,26.33,10.63,10.94,8.48,6.44
6,11,2003,30.6,15.5,17.9,1.48,19.43,4.4,0.504,3.076,26.18,10.75,10.92,8.8,6.17
7,11,2003,30.7,16.7,18.9,2.22,19.48,5.4,0.554,3.159,26.04,10.86,10.9,8.79,6.21
8,11,2003,30.1,16.4,15.8,1.34,19.97,4.1,0.451,3.066,25.89,10.88,10.88,9.34,5.85
9,11,2003,30.3,13.3,15.4,2.79,19.52,6.1,0.402,2.922,25.75,10.86,10.86,9.3,5.73
10,11,2003,30.8,15.2,16.5,4.98,18.12,8.5,0.464,3.085,25.62,9.92,10.84,8.37,5.58
11,11,2003,31.5,19.4,19.8,3.54,17.73,7,0.644,3.437,25.48,9.65,10.82,7.85,5.8
12,11,2003,31,16.7,25.9,1.95,18.35,4.8,0.766,3.197,25.35,10.24,10.81,7.76,6.37
13,11,2003,29.1,14.6,34.7,2.33,18.25,4.8,0.909,2.845,25.22,10.22,10.79,7.17,6.88
14,11,2003,29.1,13.7,40.1,3.48,16.83,5.5,1.022,2.798,25.09,9.06,10.77,6.17,6.79
15,11,2003,26.8,12.9,43.2,3.61,16.96,5.1,1.001,2.506,24.97,9.23,10.76,6.19,6.87
16,11,2003,28.4,12.2,45.5,3.79,16.84,5.4,1.084,2.645,24.85,9.19,10.74,6.04,6.93
17,11,2003,25,11,33.5,2.78,16.37,4.6,0.691,2.24,24.73,8.84,10.72,6.5,6.1
18,11,2003,24.2,10.8,29.6,1.85,15.92,3.8,0.592,2.158,24.61,8.5,10.71,6.49,5.77
19,11,2003,25.5,10.4,30.1,3.05,17.29,5,0.619,2.262,24.5,9.75,10.69,7.32,6
20,11,2003,25.2,15.8,34.1,4.03,12.03,5.4,0.822,2.5,24.39,5.19,10.68,4.08,5.19
21,11,2003,27.9,14.9,40.4,2.85,13.96,4.6,1.03,2.726,24.28,6.93,10.66,4.9,5.85
